,a_i_num,adr_for,area_type,site_type,silvicult,forest_fun,stand_stru,rotat_age,sub_area,prot_categ,species_cd,part_cd,spec_age,a_year
241,211000371,02-11-1-01-39    -g   -00,D-STAN,LŚW,O,OCHR,DRZEW,100,1.49,OCH USZK,SO,9,48,2022
242,211005221,02-11-2-07-87    -j   -00,D-STAN,BŚW,GZ,GOSP,DRZEW,100,3.85,,SO,10,63,2022
243,211008066,02-11-3-09-86    -f   -00,D-STAN,LMW,O,OCHR,DRZEW,100,0.62,OCH WOD,SO,9,33,2022
244,211023903,02-11-1-02-58    -c   -00,D-STAN,LMŚW,O,OCHR,DRZEW,100,9.58,OCH USZK,SO,8,48,2022
245,211003300,02-11-1-04-204   -h   -00,D-STAN,BMŚW,O,OCHR,DRZEW,100,4.29,OCH USZK,SO,5,73,2022
246,211001058,02-11-1-02-31    -f   -00,D-STAN,BMŚW,O,OCHR,DRZEW,100,1.77,OCH USZK,SO,10,33,2022
247,211011444,02-11-3-12-174   -g   -00,D-STAN,LMW,GPZ,GOSP,DRZEW,100,1.26,,SO,10,48,2022
248,211000074,02-11-1-01-6     -f   -00,D-STAN,LŚW,O,OCHR,DRZEW,100,2.51,OCH USZK,MD,10,48,2022
249,211023958,02-11-1-03-131   -c   -00,D-STAN,LMŚW,O,OCHR,DRZEW,100,9.29,OCH USZK,SO,6,43,2022
250,211004306,02-11-2-05-209   -f   -00,D-STAN,LŚW,O,OCHR,DRZEW,0,3.07,OCH WOD,BK,8,28,2022
252,211017393,02-11-1-04-207   -a   -00,D-STAN,BMŚW,O,OCHR,DRZEW,100,3.46,OCH USZK,SO,6,24,2022
253,211009021,02-11-3-09-101   -d   -00,D-STAN,BMŚW,GZ,GOSP,DRZEW,100,9.19,,SO,10,88,2022
254,211023945,02-11-1-02-114   -a   -00,D-STAN,LMŚW,O,OCHR,DRZEW,100,6.35,OCH USZK,SO,8,43,2022
255,211006502,02-11-2-07-63    -a   -00,D-STAN,LMW,O,OCHR,DRZEW,100,3.89,OCH WOD,SO,5,43,2022
256,211020313,02-11-3-12-169   -a   -00,D-STAN,BMW,S,OCHR,DRZEW,100,4.42,OCH WOD,SO,10,28,2022
257,211000299,02-11-1-01-21    -d   -00,D-STAN,OL,O,OCHR,DRZEW,80,1.59,OCH USZK,OL,10,23,2022
258,211005355,02-11-2-06-103   -m   -00,ZRĄB,BMW,GZ,GOSP,,0,2.19,,SO,,103,2022
259,211023446,02-11-3-10-158   -a   -00,D-STAN,BMŚW,GZ,GOSP,DRZEW,100,7.2,,SO,10,38,2022
260,211018936,02-11-2-08-136   -k   -00,D-STAN,BMW,GZ,GOSP,DRZEW,100,5.59,,SO,10,78,2022
261,211019633,02-11-2-07-91    -b   -00,D-STAN,BMŚW,GZ,GOSP,DRZEW,100,8.9,,SO,8,29,2022
262,211001330,02-11-1-02-82A   -n   -00,D-STAN,LW,O,OCHR,DRZEW,80,0.37,OCH USZK,OL,9,98,2022
263,211010516,02-11-3-12-210   -b   -00,D-STAN,LMW,O,OCHR,DRZEW,100,4.67,OCH WOD,ŚW,4,53,2022
264,211005986,02-11-2-06-217   -f   -00,D-STAN,LMW,O,OCHR,DRZEW,100,2.59,OCH WOD,SO,8,23,2022
268,211009269,02-11-3-10-115   -c   -00,D-STAN,BMŚW,O,OCHR,DRZEW,100,3.46,OCH WOD,SO,10,58,2022
269,211018960,02-11-2-06-163   -a   -00,D-STAN,LMŚW,GPZ,GOSP,DRZEW,100,9.57,,SO,10,45,2022
270,211007624,02-11-2-08-224   -a   -00,D-STAN,BMŚW,O,OCHR,DRZEW,100,3.83,OCH WOD,SO,9,73,2022
271,211018545,02-11-3-11-144   -f   -00,D-STAN,BMŚW,GZ,GOSP,DRZEW,100,4.05,,SO,7,28,2022
272,211008912,02-11-3-10-70    -c   -00,D-STAN,BMW,O,OCHR,DRZEW,80,1.19,OCH WOD,ŚW,4,28,2022
273,211023366,02-11-3-10-31    -p   -00,D-STAN,BMW,GZ,GOSP,DRZEW,100,2.77,,SO,5,18,2022
274,211023774,02-11-3-12-240   -j   -00,D-STAN,LMW,O,OCHR,DRZEW,100,6.9,OCH WOD,SO,7,28,2022
275,211023346,02-11-3-11-230   -f   -00,D-STAN,LMŚW,GPZ,GOSP,DRZEW,100,2.18,,SO,6,13,2022
276,211008339,02-11-3-11-135   -h   -00,D-STAN,LMŚW,GPZ,GOSP,DRZEW,100,0.7,,SO,7,43,2022
277,211017941,02-11-3-11-184   -h   -00,D-STAN,BMW,O,OCHR,KO,100,6.14,OCH WOD,SO,10,113,2022
278,211009444,02-11-3-11-143   -a   -00,D-STAN,LMW,O,OCHR,DRZEW,100,6.55,OCH WOD,SO,5,13,2022
279,211019506,02-11-2-05-44    -c   -00,D-STAN,LMŚW,GPZ,GOSP,DRZEW,100,5.04,,SO,4,43,2022
280,211010526,02-11-3-12-210   -g   -00,D-STAN,LMW,O,OCHR,DRZEW,100,8.62,OCH WOD,SO,8,68,2022
281,211022981,02-11-1-03-170   -s   -00,D-STAN,LW,GPZ,GOSP,DRZEW,140,1.22,,DB,6,68,2022
282,211005653,02-11-2-08-135   -m   -00,D-STAN,BMŚW,GZ,GOSP,DRZEW,100,1.34,,SO,9,40,2022
284,211006593,02-11-2-07-66    -k   -00,D-STAN,BMŚW,O,OCHR,DRZEW,100,2.54,OCH WOD,SO,10,78,2022
285,211008959,02-11-3-09-97    -h   -00,D-STAN,LMW,O,OCHR,DRZEW,100,1.73,OCH WOD,SO,7,78,2022
286,211001560,02-11-1-02-101   -b   -00,D-STAN,LMŚW,O,OCHR,DRZEW,100,2.48,OCH USZK,SO,5,53,2022
288,211005558,02-11-2-06-130   -f   -00,D-STAN,LMW,O,OCHR,DRZEW,100,1.58,OCH WOD,SO,6,3,2022
289,211017414,02-11-1-04-203   -d   -00,D-STAN,BMŚW,O,OCHR,DRZEW,100,3.37,OCH USZK,SO,9,23,2022
290,211000988,02-11-1-02-26A   -r   -00,SZCZ CHR,OL,S,OCHR,,80,1.17,OCH USZK,BRZ,6,58,2022
291,211020653,02-11-1-02-59    -d   -00,D-STAN,LMŚW,O,OCHR,DRZEW,100,7.0,OCH USZK,SO,9,53,2022
292,211017419,02-11-2-06-4     -c   -00,D-STAN,LŚW,O,OCHR,DRZEW,100,2.55,OCH WOD,SO,5,23,2022
293,211018704,02-11-3-12-75    -f   -00,D-STAN,BMŚW,S,GOSP,DRZEW,100,3.21,,SO,6,7,2022
294,211003569,02-11-1-04-231   -d   -00,D-STAN,BMŚW,S,OCHR,DRZEW,140,1.71,OCH USZK,SO,8,4,2022
295,211005838,02-11-2-08-168   -g   -00,D-STAN,LMŚW,O,OCHR,DRZEW,100,1.94,OCH WOD,SO,10,43,2022
296,211001320,02-11-1-02-82A   -g   -00,D-STAN,OL,O,OCHR,DRZEW,80,1.42,OCH USZK,OL,8,98,2022
297,211023552,02-11-1-03-177   -f   -00,D-STAN,LŚW,O,OCHR,KDO,80,9.0,OCH USZK,BRZ,7,63,2022
298,211017480,02-11-3-11-183   -g   -00,D-STAN,BŚW,GZ,GOSP,DRZEW,100,3.03,,SO,10,18,2022
300,211010942,02-11-3-12-73    -h   -00,D-STAN,BMW,O,OCHR,DRZEW,100,1.97,OCH WOD,ŚW,3,38,2022
301,211005922,02-11-2-06-196   -c   -00,D-STAN,LW,O,OCHR,DRZEW,80,1.03,OCH WOD,OL,10,73,2022
302,211023824,02-11-2-07-33    -k   -00,SUKCESJA,BMW,O,OCHR,,100,1.04,OCH WOD,BRZ,8,11,2022
304,211020670,02-11-1-01-1     -c   -00,D-STAN,LW,O,OCHR,KO,80,11.54,OCH USZK,OL,5,93,2022
305,211024673,02-11-3-10-232   -a   -01,ZRĄB,BMW,GZ,GOSP,,100,1.99,,SO,,108,2022
306,211002423,02-11-1-03-166   -a   -00,D-STAN,LMŚW,O,OCHR,DRZEW,140,3.35,OCH USZK,DB,4,58,2022
307,211003390,02-11-1-04-213   -m   -00,D-STAN,BMŚW,O,OCHR,DRZEW,100,3.02,OCH USZK,SO,9,29,2022
308,211017399,02-11-2-07-55    -d   -00,D-STAN,BŚW,GZ,GOSP,DRZEW,100,3.95,,SO,10,23,2022
309,211023946,02-11-1-02-114   -c   -00,D-STAN,LMŚW,O,OCHR,DRZEW,100,5.64,OCH USZK,SO,4,58,2022
310,211002832,02-11-1-04-187   -c   -00,D-STAN,LMŚW,O,OCHR,DRZEW,80,0.9,OCH USZK,BRZ,8,43,2022
311,211003369,02-11-1-04-209   -c   -00,D-STAN,LMŚW,O,OCHR,DRZEW,100,2.25,OCH USZK,SO,10,38,2022
312,211023820,02-11-2-07-33    -b   -00,D-STAN,BMŚW,GZ,GOSP,DRZEW,100,1.91,,SO,8,98,2022
314,211010514,02-11-3-12-210   -a   -00,D-STAN,LW,O,OCHR,KO,80,0.87,OCH WOD,OL,6,98,2022
316,211007219,02-11-2-08-141   -h   -00,D-STAN,BMW,GZ,GOSP,DRZEW,100,4.41,,SO,10,43,2022
317,211001916,02-11-1-03-130   -g   -00,D-STAN,LMŚW,O,OCHR,DRZEW,100,2.73,OCH USZK,SO,6,53,2022
318,211000158,02-11-1-01-12    -c   -00,D-STAN,LMŚW,O,OCHR,DRZEW,100,1.51,OCH USZK,SO,6,73,2022
319,211010299,02-11-3-12-166   -j   -00,D-STAN,LMW,O,OCHR,DRZEW,100,0.28,OCH WOD,SO,10,123,2022
320,211000284,02-11-1-01-20    -c   -00,D-STAN,LMŚW,O,OCHR,DRZEW,100,1.81,OCH USZK,SO,7,48,2022
321,211007185,02-11-2-08-139   -l   -00,D-STAN,BMŚW,GZ,GOSP,DRZEW,100,0.68,,SO,10,73,2022
324,211024687,02-11-1-02-55    -f   -01,ZRĄB,LMŚW,O,OCHR,,0,2.76,OCH USZK,SO,,96,2022
325,211006403,02-11-2-07-58    -b   -00,D-STAN,BMW,O,OCHR,DRZEW,100,1.79,OCH WOD,SO,10,64,2022
326,211001848,02-11-1-03-126   -b   -00,D-STAN,LŚW,O,OCHR,KO,100,4.64,OCH USZK,SO,9,103,2022
327,211008974,02-11-3-09-98    -b   -00,D-STAN,BMŚW,GZ,GOSP,DRZEW,100,1.3,,SO,10,27,2022
328,211003727,02-11-1-04-243   -a   -00,D-STAN,LMW,O,OCHR,DRZEW,100,5.26,OCH USZK,SO,7,78,2022
329,211003492,02-11-1-04-226   -b   -00,D-STAN,LW,O,OCHR,DRZEW,80,0.93,OCH USZK,OL,4,83,2022
330,211011484,02-11-3-12-176   -d   -00,D-STAN,BMŚW,GZ,GOSP,DRZEW,0,3.5,,SO,6,18,2022
332,211010642,02-11-3-10-236   -g   -00,D-STAN,LMW,GPZ,GOSP,DRZEW,120,5.13,,SO,6,4,2022
333,211004472,02-11-2-05-229   -a   -00,D-STAN,BMŚW,O,OCHR,DRZEW,100,4.71,OCH WOD,SO,6,28,2022
334,211010073,02-11-3-10-153   -b   -00,D-STAN,BMŚW,GZ,GOSP,DRZEW,100,3.23,,SO,10,14,2022
335,211011354,02-11-3-12-168   -a   -00,D-STAN,BMŚW,S,GOSP,DRZEW,100,1.98,,SO,10,53,2022
338,211000917,02-11-1-01-109   -h   -00,D-STAN,LMŚW,O,OCHR,DRZEW,80,1.2,OCH USZK,BRZ,6,28,2022
339,211023544,02-11-1-03-174   -l   -00,D-STAN,LŚW,O,OCHR,DRZEW,120,1.18,OCH USZK,BK,4,103,2022
340,211004456,02-11-2-05-227   -i   -00,D-STAN,LMŚW,GPZ,GOSP,DRZEW,100,2.86,,SO,7,33,2022
341,211018259,02-11-2-08-142   -a   -00,D-STAN,BŚW,GZ,GOSP,DRZEW,100,4.91,,SO,10,23,2022
342,211005103,02-11-2-07-88    -b   -00,D-STAN,BMŚW,GZ,GOSP,DRZEW,100,0.93,,SO,7,31,2022
343,211019321,02-11-1-03-164   -a   -00,D-STAN,LMW,O,OCHR,DRZEW,140,3.02,OCH USZK,DB,5,93,2022
344,211004214,02-11-2-05-188   -f   -00,D-STAN,LW,GPZ,GOSP,DRZEW,100,3.13,,SO,8,58,2022
345,211006878,02-11-2-08-84    -l   -00,D-STAN,BŚW,GZ,GOSP,DRZEW,100,3.01,,SO,10,58,2022
347,211023553,02-11-1-03-178   -a   -00,D-STAN,LŚW,O,OCHR,DRZEW,0,3.63,OCH USZK,DB,5,8,2022
348,211023816,02-11-2-07-26    -g   -00,D-STAN,BMŚW,GZ,GOSP,DRZEW,80,0.37,,BRZ,5,28,2022
350,211022683,02-11-1-04-207   -b   -00,D-STAN,BMŚW,O,OCHR,DRZEW,100,3.0,OCH USZK,SO,6,9,2022
351,211019309,02-11-1-03-161   -a   -00,D-STAN,LŚW,O,OCHR,DRZEW,140,9.84,OCH USZK,DB,6,53,2022
352,211000834,02-11-1-01-95    -h   -00,D-STAN,LMŚW,O,OCHR,DRZEW,100,6.68,OCH USZK,SO,6,58,2022
353,211018289,02-11-2-08-178   -b   -00,D-STAN,BMW,GZ,GOSP,DRZEW,100,9.36,,SO,10,38,2022
354,211005096,02-11-2-07-70    -d   -00,ZRĄB,BŚW,GZ,GOSP,,100,2.46,,,,0,2022
355,211002529,02-11-1-03-159   -j   -00,D-STAN,LMŚW,O,OCHR,DRZEW,140,0.81,OCH USZK,DB,7,78,2022
356,211002025,02-11-1-03-139   -a   -00,D-STAN,LMŚW,O,OCHR,DRZEW,140,8.75,OCH USZK,DB,9,103,2022
357,211011495,02-11-3-12-214   -a   -00,D-STAN,LMŚW,O,OCHR,DRZEW,100,3.08,OCH OSTOJ,SO,8,23,2022
358,211006921,02-11-2-08-93    -c   -00,D-STAN,BŚW,O,OCHR,DRZEW,100,2.91,OCH WOD,SO,10,63,2022
359,211008221,02-11-3-09-95    -a   -00,D-STAN,LMW,O,OCHR,KO,100,5.18,OCH WOD,SO,9,88,2022
360,211020372,02-11-1-04-201   -l   -00,D-STAN,LW,O,OCHR,DRZEW,140,2.27,OCH USZK,DB,7,103,2022
361,211000627,02-11-1-01-71    -b   -00,D-STAN,LMŚW,O,OCHR,DRZEW,100,6.47,OCH USZK,SO,8,43,2022
362,211004102,02-11-2-05-182   -a   -00,D-STAN,LMW,O,OCHR,KO,100,4.33,OCH WOD,SO,8,108,2022
363,211001581,02-11-1-02-102   -d   -00,D-STAN,LMŚW,O,OCHR,DRZEW,100,3.02,OCH USZK,SO,4,58,2022
364,211004692,02-11-2-06-15    -b   -00,D-STAN,LMŚW,O,OCHR,DRZEW,100,4.74,OCH WOD,SO,7,43,2022
366,211024542,02-11-2-05-121   -b   -99,D-STAN,LMW,O,OCHR,DRZEW,100,5.47,OCH WOD,SO,10,108,2022
367,211009416,02-11-3-11-141   -i   -00,D-STAN,BMŚW,GZ,GOSP,DRZEW,100,3.11,,SO,7,23,2022
368,211021067,02-11-3-11-149   -f   -00,D-STAN,LMB,S,OCHR,DRZEW,80,5.77,OCH WOD,OL,9,63,2022
373,211018282,02-11-2-08-173   -c   -00,D-STAN,BŚW,GZ,GOSP,DRZEW,100,11.79,,SO,10,53,2022
374,211010885,02-11-3-12-41    -f   -00,D-STAN,BMŚW,GZ,GOSP,DRZEW,100,1.5,,SO,9,4,2022
376,211002020,02-11-1-03-138   -h   -00,D-STAN,LŚW,O,OCHR,KDO,100,2.1,OCH USZK,SO,5,108,2022
377,211011186,02-11-3-12-120   -f   -00,D-STAN,BMW,O,OCHR,DRZEW,100,3.48,OCH WOD,SO,10,68,2022
378,211023382,02-11-3-10-66    -g   -00,D-STAN,BMŚW,GZ,GOSP,DRZEW,100,2.34,,SO,10,48,2022
379,211000373,02-11-1-01-39    -h   -00,D-STAN,LŚW,O,OCHR,KDO,80,3.15,OCH USZK,BRZ,6,43,2022
380,211010362,02-11-3-10-200   -d   -00,D-STAN,LMŚW,GPZ,GOSP,DRZEW,100,1.44,,SO,7,98,2022
382,211000177,02-11-1-01-13    -b   -00,D-STAN,OL,O,OCHR,DRZEW,140,1.2,OCH USZK,DB,4,123,2022
383,211001050,02-11-1-02-31    -a   -00,D-STAN,LMŚW,O,OCHR,DRZEW,140,2.14,OCH USZK,DB,7,63,2022
384,211003605,02-11-1-04-233   -c   -00,D-STAN,BMW,S,OCHR,DRZEW,0,3.58,OCH USZK,DB,4,33,2022
385,211006979,02-11-2-08-95    -j   -00,D-STAN,BMW,O,OCHR,DRZEW,100,2.12,OCH WOD,SO,10,108,2022
386,211018670,02-11-2-05-211   -b   -00,D-STAN,LŚW,GPZ,GOSP,DRZEW,100,2.59,,SO,3,68,2022
387,211004221,02-11-2-05-189   -a   -00,D-STAN,LMŚW,GPZ,GOSP,DRZEW,100,3.34,,SO,6,38,2022
388,211008068,02-11-3-09-86    -g   -00,D-STAN,LMW,O,OCHR,DRZEW,100,3.45,OCH WOD,SO,8,43,2022
389,211008278,02-11-3-11-132   -b   -00,D-STAN,LMW,O,OCHR,KO,100,6.15,OCH WOD,SO,10,103,2022
390,211024017,02-11-1-04-204   -f   -00,D-STAN,LMŚW,O,OCHR,DRZEW,100,6.93,OCH USZK,SO,9,43,2022
391,211003210,02-11-1-04-200   -c   -00,D-STAN,LW,O,OCHR,DRZEW,80,1.39,OCH USZK,OL,10,83,2022
392,211008033,02-11-3-09-55    -d   -00,D-STAN,BMB,S,OCHR,DRZEW,100,11.08,OCH WOD,SO,8,143,2022
393,211000813,02-11-1-01-94    -g   -00,D-STAN,LMŚW,O,OCHR,DRZEW,100,1.63,OCH USZK,SO,4,33,2022
394,211004585,02-11-2-05-8     -d   -00,D-STAN,LMŚW,GPZ,GOSP,DRZEW,100,2.04,,SO,6,93,2022
395,211003344,02-11-1-04-206   -f   -00,D-STAN,LMŚW,O,OCHR,DRZEW,120,1.1,OCH USZK,BK,7,83,2022
396,211021146,02-11-3-11-187   -b   -00,D-STAN,BMŚW,GZ,GOSP,KO,100,5.17,,SO,10,98,2022
397,211001000,02-11-1-02-26A   -y   -00,SZCZ CHR,OL,S,OCHR,,80,0.57,OCH USZK,WB,,0,2022
398,211005389,02-11-2-06-105   -j   -00,D-STAN,BŚW,GZ,GOSP,DRZEW,100,1.52,,SO,9,26,2022
399,211002041,02-11-1-03-139   -i   -00,D-STAN,LMŚW,O,OCHR,DRZEW,100,1.41,OCH USZK,SO,6,7,2022
400,211002651,02-11-1-03-176   -f   -00,D-STAN,LMŚW,O,OCHR,DRZEW,100,1.11,OCH USZK,ŚW,6,28,2022
402,211011404,02-11-3-12-172   -a   -00,D-STAN,LMŚW,GPZ,GOSP,DRZEW,100,1.76,,SO,9,38,2022
403,211002320,02-11-1-03-159   -b   -00,D-STAN,LŚW,O,OCHR,DRZEW,140,2.18,OCH USZK,DB,8,63,2022
404,211004476,02-11-2-05-229   -c   -00,D-STAN,BMŚW,GZ,GOSP,DRZEW,100,5.15,,MD,6,58,2022
405,211008841,02-11-3-10-65    -c   -00,D-STAN,BŚW,GZ,GOSP,DRZEW,100,1.81,,SO,9,21,2022
407,211001283,02-11-1-02-60    -c   -00,D-STAN,LMŚW,O,OCHR,DRZEW,100,4.68,OCH USZK,SO,6,38,2022
408,211023923,02-11-1-02-90    -j   -00,D-STAN,LMŚW,O,OCHR,DRZEW,100,8.75,OCH USZK,SO,8,53,2022
409,211024124,02-11-1-02-106   -h   -00,RETENCJA,LW,GPZ,GOSP,,0,0.11,,,,0,2022
410,211018555,02-11-3-11-180   -d   -00,D-STAN,LMW,O,OCHR,DRZEW,80,2.01,OCH WOD,OL,5,43,2022
411,211005651,02-11-2-08-135   -l   -00,D-STAN,BMŚW,GZ,GOSP,DRZEW,100,0.79,,SO,6,53,2022
412,211006754,02-11-2-07-77    -f   -00,D-STAN,BMŚW,O,OCHR,DRZEW,100,2.31,OCH WOD,SO,10,73,2022
413,211014705,02-11-2-07-76    -n   -00,D-STAN,LMW,GPZ,GOSP,DRZEW,80,0.47,,BRZ,7,17,2022
414,211018831,02-11-2-05-179   -b   -00,D-STAN,LŚW,GPZ,GOSP,DRZEW,80,4.2,,BRZ,6,30,2022
415,211010589,02-11-3-10-232   -c   -00,D-STAN,LMW,O,OCHR,DRZEW,100,0.69,OCH WOD,SO,10,43,2022
416,211007609,02-11-2-08-206   -b   -00,D-STAN,BMŚW,GZ,GOSP,DRZEW,100,3.94,,SO,10,43,2022
417,211002186,02-11-1-03-148   -i   -00,D-STAN,LMŚW,O,OCHR,DRZEW,100,4.42,OCH USZK,SO,5,13,2022
418,211001661,02-11-1-02-113   -c   -00,D-STAN,LMŚW,O,OCHR,DRZEW,100,0.95,OCH USZK,SO,5,30,2022
419,211003694,02-11-1-04-240   -d   -00,D-STAN,BMŚW,S,OCHR,DRZEW,100,5.04,OCH USZK,SO,8,78,2022
420,211024115,02-11-1-03-153   -a   -00,D-STAN,LW,O,OCHR,DRZEW,100,1.97,OCH USZK,SO,4,43,2022
421,211002258,02-11-1-03-154   -g   -00,D-STAN,LŚW,O,OCHR,DRZEW,80,1.5,OCH USZK,BRZ,7,68,2022
422,211001344,02-11-1-02-82    -c   -00,D-STAN,LMŚW,O,OCHR,DRZEW,100,1.78,OCH USZK,SO,6,23,2022
426,211023839,02-11-2-07-52    -a   -00,D-STAN,LMŚW,GPZ,GOSP,DRZEW,100,8.46,,SO,10,73,2022
427,211023668,02-11-3-09-102   -a   -00,D-STAN,BMW,GZ,GOSP,DRZEW,100,6.32,,SO,10,58,2022
429,211019878,02-11-1-03-131   -a   -00,D-STAN,LMŚW,O,OCHR,DRZEW,100,2.87,OCH USZK,SO,7,58,2022
430,211017844,02-11-1-04-225   -b   -00,D-STAN,LMŚW,O,OCHR,DRZEW,100,3.35,OCH USZK,SO,6,20,2022
431,211004591,02-11-2-05-8     -i   -00,D-STAN,LMŚW,GPZ,GOSP,KO,100,4.34,,SO,10,118,2022
433,211010125,02-11-3-10-157   -a   -00,D-STAN,BMW,O,OCHR,DRZEW,100,5.4,OCH WOD,SO,10,68,2022
434,211002016,02-11-1-03-138   -f   -00,D-STAN,LMŚW,O,OCHR,DRZEW,140,5.54,OCH USZK,DB,5,63,2022
435,211003151,02-11-1-04-197   -d   -00,D-STAN,LMŚW,O,OCHR,DRZEW,100,1.08,OCH USZK,SO,7,28,2022
436,211000564,02-11-1-01-66    -k   -00,D-STAN,LMŚW,O,OCHR,DRZEW,100,5.48,OCH USZK,SO,5,12,2022
437,211018284,02-11-2-08-175   -d   -00,D-STAN,BŚW,GZ,GOSP,DRZEW,100,11.63,,SO,10,63,2022
438,211006564,02-11-2-07-65    -m   -00,D-STAN,LW,GPZ,GOSP,DRZEW,80,1.23,,BRZ,9,44,2022
439,211000455,02-11-1-01-47    -c   -00,D-STAN,LMŚW,O,OCHR,DRZEW,100,3.05,OCH USZK,SO,9,48,2022
440,211005800,02-11-2-06-166   -b   -00,D-STAN,LMW,O,OCHR,DRZEW,100,2.81,OCH WOD,SO,7,33,2022
441,211010272,02-11-3-12-165   -a   -00,D-STAN,BMW,S,OCHR,DRZEW,100,4.45,OCH WOD,SO,6,78,2022
442,211020945,02-11-3-10-236   -d   -00,ZRĄB,LMW,GPZ,GOSP,,0,3.86,,,,0,2022
443,211022640,02-11-2-08-144   -c   -00,ZRĄB,BŚW,GZ,GOSP,,100,2.86,,SO,,113,2022
445,211003994,02-11-2-05-155   -a   -00,D-STAN,LMŚW,O,OCHR,DRZEW,100,5.46,OCH WOD,SO,10,83,2022
446,211001644,02-11-1-02-112   -a   -00,D-STAN,LMŚW,O,OCHR,DRZEW,100,6.09,OCH USZK,SO,8,63,2022
447,211003214,02-11-1-04-200   -f   -00,D-STAN,LMŚW,O,OCHR,DRZEW,100,5.57,OCH USZK,SO,10,48,2022
448,211006645,02-11-2-07-72    -j   -00,D-STAN,LMW,GPZ,GOSP,DRZEW,100,2.29,,SO,5,31,2022
449,211005937,02-11-2-06-197   -i   -00,D-STAN,BMW,GZ,GOSP,DRZEW,100,1.07,,SO,5,19,2022
450,211000033,02-11-1-01-3     -d   -00,D-STAN,LŚW,O,OCHR,KO,140,9.96,OCH USZK,DB,8,173,2022
451,211010565,02-11-3-12-213   -a   -00,D-STAN,BMW,O,OCHR,DRZEW,100,2.88,OCH WOD,SO,9,63,2022
452,211019270,02-11-2-05-19    -d   -00,D-STAN,LMŚW,GPZ,GOSP,KO,100,3.78,,SO,10,133,2022
453,211007346,02-11-2-08-170   -i   -00,D-STAN,LŚW,O,OCHR,DRZEW,140,0.79,OCH WOD,DB,9,133,2022
454,211022533,02-11-3-09-4     -h   -00,D-STAN,BŚW,GZ,GOSP,DRZEW,100,3.68,,SO,10,83,2022
455,211003856,02-11-2-05-120   -g   -00,D-STAN,LMW,O,OCHR,DRZEW,100,11.55,OCH WOD,SO,9,98,2022
456,211004785,02-11-2-06-20    -f   -00,D-STAN,LW,O,OCHR,DRZEW,100,1.52,OCH WOD,SO,7,43,2022
457,211011197,02-11-3-12-121   -c   -00,D-STAN,BMW,S,GOSP,DRZEW,100,0.4,,SO,10,53,2022
458,211006053,02-11-2-06-230   -b   -00,D-STAN,LMW,O,OCHR,DRZEW,100,9.95,OCH WOD,SO,6,58,2022
459,211020008,02-11-3-12-43    -a   -00,D-STAN,LMW,O,OCHR,DRZEW,100,4.47,OCH WOD,SO,9,44,2022
460,211019214,02-11-2-06-131   -a   -00,D-STAN,BMW,GZ,GOSP,DRZEW,100,6.96,,SO,10,58,2022
461,211001426,02-11-1-02-88    -a   -00,D-STAN,LMŚW,O,OCHR,DRZEW,140,0.47,OCH USZK,DB,4,12,2022
462,211001579,02-11-1-02-102   -c   -00,D-STAN,LMŚW,O,OCHR,DRZEW,100,1.4,OCH USZK,SO,5,48,2022
463,211010787,02-11-3-12-35    -h   -00,D-STAN,BMW,O,OCHR,DRZEW,100,1.26,OCH WOD,SO,4,33,2022
464,211023649,02-11-3-09-48    -f   -00,D-STAN,LMW,O,OCHR,DRZEW,100,5.32,OCH WOD,SO,9,53,2022
465,211005303,02-11-2-06-101   -b   -00,D-STAN,BMŚW,O,OCHR,DRZEW,100,5.67,OCH WOD,SO,8,38,2022
466,211010601,02-11-3-10-233   -c   -00,D-STAN,LMW,GPZ,GOSP,DRZEW,100,1.1,,SO,5,23,2022
467,211024759,02-11-2-07-24    -h   -99,D-STAN,BMŚW,GZ,GOSP,DRZEW,100,7.0,,SO,10,88,2022
468,211006464,02-11-2-07-61    -b   -00,D-STAN,BMW,O,OCHR,DRZEW,100,1.75,OCH WOD,SO,7,27,2022
469,211023902,02-11-1-02-58    -a   -00,D-STAN,LMŚW,O,OCHR,DRZEW,100,5.09,OCH USZK,SO,5,53,2022
470,211010573,02-11-3-12-213   -f   -00,D-STAN,LMW,O,OCHR,DRZEW,80,0.91,OCH WOD,BRZ,10,63,2022
471,211023457,02-11-3-10-160A  -b   -00,D-STAN,BMW,O,OCHR,DRZEW,100,12.22,OCH WOD,SO,10,63,2022
472,211005988,02-11-2-06-217   -g   -00,D-STAN,LMW,O,OCHR,DRZEW,100,0.68,OCH WOD,SO,9,53,2022
473,211024121,02-11-1-04-187   -m   -00,D-STAN,LMŚW,S,OCHR,DRZEW,100,0.22,OCH USZK,SO,7,93,2022
474,211024066,02-11-3-09-4     -b   -00,D-STAN,BMŚW,O,OCHR,DRZEW,100,3.68,OCH WOD,SO,10,98,2022
475,211023384,02-11-3-10-67    -c   -00,D-STAN,BMW,O,OCHR,DRZEW,100,6.99,OCH WOD,SO,10,68,2022
476,211023469,02-11-3-10-203   -b   -00,D-STAN,LMW,O,OCHR,DRZEW,100,7.96,OCH WOD,SO,9,43,2022
477,211004685,02-11-2-06-14    -h   -00,D-STAN,LMŚW,O,OCHR,DRZEW,100,4.34,OCH WOD,SO,3,9,2022
478,211006514,02-11-2-07-63    -g   -00,D-STAN,BŚW,GZ,GOSP,DRZEW,100,1.27,,SO,10,98,2022
